DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
136;Нифедипин;Нифедипин;817749;10 мг;50;50 шт., банка полимерная, пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602193006942;14.540000;2 года;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;Р N002407/01;24.11.2009 00:00:00
138;Эналаприл-Акри;Эналаприл;819317;10 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601969002621;9.360000;2 года;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Р N002606/01-2003;19.05.2008 00:00:00
140;Ионик;Индапамид;820350;2.5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605077002962;26.570000;2 года;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Р N002521/01;19.05.2008 00:00:00
143;Преднизолон-АКОС;Преднизолон;824073;0.5%;1;10 г, туба алюминиевая;мазь для наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602565017354;11.660000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;Р N001616/01;26.08.2009 00:00:00
144;Фолиевая кислота;Фолиевая кислота;824583;1 мг;50;50 шт., банка полимерная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;46024879;16.680000;3 года;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;Р N003076/01;23.10.2009 00:00:00
145;Нифедипин-ФПО;Нифедипин;834498;10 мг;50;10 шт., упаковка ячейковая контурная (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605077001996;22.700000;;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Р N001584/01-2002;20.07.2009 00:00:00
147;Пирацетам Оболенское;Пирацетам;836261;400 мг;60;10 шт., упаковка контурная ячейковая  (6), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605077003419;37.160000;2 года;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Р N001564/01;07.08.2008 00:00:00
151;Карбамазепин-Ферейн;Карбамазепин;850426;200 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603779011039;37.820000;2 года;Брынцалов-А ЗАО;Брынцалов-А ЗАО;Брынцалов-А ЗАО;Р N002704/01;09.10.2008 00:00:00
155;Атенолол-АКОС;Атенолол;854110;50 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602565005542;7.650000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;Р N002160/01-2003;20.11.2008 00:00:00
156;Ципрофлоксацин;Ципрофлоксацин;854292;250 мг;10;10 шт., упаковка ячейковая контурная, пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607027760168;13.200000;;Озон ООО;Озон ООО;Озон ООО;Р N003190/01;21.11.2008 00:00:00
157;Эуфиллин-УБФ;Аминофиллин;854754;150 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603179000848;13.590000;5 лет;Уралбиофарм ОАО;Уралбиофарм ОАО;Уралбиофарм ОАО;Р N001998/01;17.11.2008 00:00:00
161;Билумид;Бикалутамид;856921;50 мг;28;7 шт., упаковка контурная ячейковая  (4), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602930006822;3607.370000;2 года;Верофарм ОАО [г.Москва];Верофарм ОАО [г.Москва];Верофарм ОАО [г.Москва];Р N003218/01;19.12.2008 00:00:00
162;Бензонал;Бензобарбитал;858775;100 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602676002447;82.200000;4 года;Московский эндокринный завод ФГУП;Московский эндокринный завод ФГУП;Московский эндокринный завод ФГУП;ЛС-001531;21.04.2006 00:00:00
165;Арлет;Амоксициллин+[Клавулановая кислота];861769;250+125 мг;14;14 шт., банка темного стекла, пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602565013080;178.200000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛС-002677;27.01.2009 00:00:00
169;Атенолол-Акри;Атенолол;866489;50 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601969003284;15.400000;2 года;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Р N003306/01;03.03.2009 00:00:00
171;Глиформин;Метформин;867141;500 мг;60;10 шт., упаковка ячейковая контурная (6), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601969004700;89.720000;;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Р N003192/01;05.03.2009 00:00:00
172;Инсуран Р;Инсулин растворимый [человеческий генно-инженерный];867227;100 МЕ/мл;1;10 мл, флакон ;раствор для инъекций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607048710036;494.780000;2 года;Институт биоорганической химии им.академиков М.М.Шемякина и Ю.А.Овчинникова Учреждение РАН;Институт биоорганической химии им.академиков М.М.Шемякина и Ю.А.Овчинникова Учреждение РАН;Институт биоорганической химии им.академиков М.М.Шемякина и Ю.А.Овчинникова Учреждение РАН;ЛС-000049;05.03.2009 00:00:00
173;Инсуран НПХ;Инсулин-изофан [человеческий генно-инженерный];867228;100 МЕ/мл;1;10 мл, флакон ;суспензия для подкожного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607048710043;496.690000;2 года;Институт биоорганической химии им.академиков М.М.Шемякина и Ю.А.Овчинникова Учреждение РАН;Институт биоорганической химии им.академиков М.М.Шемякина и Ю.А.Овчинникова Учреждение РАН;Институт биоорганической химии им.академиков М.М.Шемякина и Ю.А.Овчинникова Учреждение РАН;ЛС-000050;05.03.2009 00:00:00
174;Метопролол-Акри;Метопролол;868953;50 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601969003031;30.310000;3 года;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Р N003213/01;16.03.2009 00:00:00
175;Метоклопрамид-Акри;Метоклопрамид;875656;10 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601969003185;19.180000;3 года;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Р N003212/01;04.02.2010 00:00:00
176;Мареван;Варфарин;425436;3 мг;30;30 шт., флакон пластиковый, пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;6432100005908;41.870000;3 года;Орион Корпорейшн Орион Фарма;Орион Корпорейшн Орион Фарма;Орион Корпорейшн Орион Фарма;ЛС-002606;29.12.2006 00:00:00
180;Лизолин;Цефазолин;473114;1 г;1;флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901114306304;40.020000;3 года;Лайка Лэбс Лтд;Лайка Лэбс Лтд;Лайка Лэбс Лтд;П N016309/01;20.05.2005 00:00:00
182;Эспа-Липон;Тиоктовая кислота;485314;600 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4029438001522;594.930000;;Эспарма ГмбХ;Эспарма ГмбХ;Эспарма ГмбХ;П N012834/01;02.12.2005 00:00:00
184;Фенигидин;Нифедипин;488334;10 мг;50;10 шт., упаковка контурная ячейковая  (5);таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4823004501191;5.540000;;Луганский ХФЗ ОАО;Луганский ХФЗ ОАО;Луганский ХФЗ ОАО;П N015667/01;
188;Лоратадин-Хемофарм;Лоратадин;501097;5 мг|5 мл;1;120 мл /комплект: ложка дозировочная/, флакон темного стекла;сироп;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8600097303576;78.960000;2 года;Хемофарм концерн АД;Хемофарм концерн АД;Хемофарм концерн АД;П N016086/03;27.01.2005 00:00:00
192;Преднизолон;Преднизолон;512263;5 мг;100;100 шт., флакон полиэтиленовый, пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901252950032;56.020000;3 года;Симпекс Фарма Пвт.Лтд;Симпекс Фарма Пвт.Лтд;Симпекс Фарма Пвт.Лтд;П N010299/02;27.10.2006 00:00:00
194;Сумамокс;Азитромицин;513831;500 мг;3;3 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8902034102359;152.680000;2 года;Оксфорд Лабораториз Пвт.Лтд;Оксфорд Лабораториз Пвт.Лтд;Оксфорд Лабораториз Пвт.Лтд;П N014489/02-2002;11.11.2008 00:00:00
195;Фолиевая кислота;Фолиевая кислота;517264;1 мг;50;10 шт., упаковка ячейковая контурная (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4810201003603;27.480000;;Борисовский завод медицинских препаратов ОАО;Борисовский завод медицинских препаратов ОАО;Борисовский завод медицинских препаратов ОАО;П N010622;15.07.2005 00:00:00
